date,value
7/21/2017,5921.52
7/24/2017,5941.37
7/25/2017,5930.65
7/26/2017,5950.73
7/27/2017,5917.03
7/28/2017,5908.92
7/31/2017,5880.33
8/1/2017,5895.17
8/2/2017,5914.23
8/3/2017,5891.2
8/4/2017,5899.91
8/7/2017,5934.73
8/8/2017,5926.35
8/9/2017,5919.39
8/10/2017,5788.19
8/11/2017,5831.53
8/14/2017,5908.17
8/15/2017,5907.73
8/16/2017,5917.42
8/17/2017,5796.32
8/18/2017,5790.91
8/21/2017,5786.54
8/22/2017,5873.33
8/23/2017,5851.78
8/24/2017,5834.44
8/25/2017,5822.53
8/28/2017,5838.08
8/29/2017,5862.14
8/30/2017,5932.9
8/31/2017,5988.6
9/1/2017,5987.9
9/4/2017,.
9/5/2017,5932.73
9/6/2017,5951.13
9/7/2017,5964.31
9/8/2017,5913.37
9/11/2017,5980.53
9/12/2017,5995.64
9/13/2017,6004.38
9/14/2017,5968.82
9/15/2017,5988
9/18/2017,5981.12
9/19/2017,5991.08
9/20/2017,5973.6
9/21/2017,5934.91
9/22/2017,5932.32
9/25/2017,5867.35
9/26/2017,5881.34
9/27/2017,5937.79
9/28/2017,5933.07
9/29/2017,5979.3
10/2/2017,5981.92
10/3/2017,5995.06
10/4/2017,5998.84
10/5/2017,6057.14
10/6/2017,6064.57
10/9/2017,6058.53
10/10/2017,6063.52
10/11/2017,6081.25
10/12/2017,6069.99
10/13/2017,6092.45
10/16/2017,6114.53
10/17/2017,6122.61
10/18/2017,6114.35
10/19/2017,6092.62
10/20/2017,6108.82
10/23/2017,6067.83
10/24/2017,6080.22
10/25/2017,6055.04
10/26/2017,6037.87
10/27/2017,6213.47
10/30/2017,6227.59
10/31/2017,6248.56
11/1/2017,6248.65
11/2/2017,6236.39
11/3/2017,6295.58
11/6/2017,6313.61
11/7/2017,6320.78
11/8/2017,6345.81
11/9/2017,6312.21
11/10/2017,6309.07
11/13/2017,6316.18
11/14/2017,6293.64
11/15/2017,6258.36
11/16/2017,6339.14
11/17/2017,6314.51
11/20/2017,6308.61
11/21/2017,6378.63
11/22/2017,6386.12
11/23/2017,.
11/24/2017,6409.29
11/27/2017,6405.97
11/28/2017,6422.56
11/29/2017,6311.38
11/30/2017,6365.56
12/1/2017,6337.87
12/4/2017,6263.7
12/5/2017,6265.11
12/6/2017,6293.05
12/7/2017,6316.28
12/8/2017,6344.57
12/11/2017,6393.89
12/12/2017,6383.65
12/13/2017,6394.67
12/14/2017,6389.91
12/15/2017,6466.32
12/18/2017,6513.27
12/19/2017,6480.67
12/20/2017,6472.48
12/21/2017,6472.69
12/22/2017,6465.17
12/25/2017,.
12/26/2017,6433.16
12/27/2017,6435.15
12/28/2017,6441.42
12/29/2017,6396.42
1/1/2018,.
1/2/2018,6511.34
1/3/2018,6575.8
1/4/2018,6584.58
1/5/2018,6653.29
1/8/2018,6676.63
1/9/2018,6677.94
1/10/2018,6662.66
1/11/2018,6708.49
1/12/2018,6758.54
1/15/2018,.
1/16/2018,6737.14
1/17/2018,6810.28
1/18/2018,6811.38
1/19/2018,6834.33
1/22/2018,6906.28
1/23/2018,6963.46
1/24/2018,6919.35
1/25/2018,6916.3
1/26/2018,7022.97
1/29/2018,6988.32
1/30/2018,6930.73
1/31/2018,6949.99
2/1/2018,6901.5
2/2/2018,6760.29
2/5/2018,6495.92
2/6/2018,6665.98
2/7/2018,6582.02
2/8/2018,6306.1
2/9/2018,6412.68
2/12/2018,6523.85
2/13/2018,6553.86
2/14/2018,6675.03
2/15/2018,6794.92
2/16/2018,6770.66
2/19/2018,.
2/20/2018,6779.69
2/21/2018,6759.26
2/22/2018,6761.85
2/23/2018,6896.6
2/26/2018,6989.1
2/27/2018,6900.35
2/28/2018,6854.42
3/1/2018,6750.54
3/2/2018,6811.04
3/5/2018,6881.28
3/6/2018,6913.02
3/7/2018,6929.39
3/8/2018,6966.43
3/9/2018,7101.18
3/12/2018,7131.12
3/13/2018,7046.51
3/14/2018,7040.98
3/15/2018,7030.97
3/16/2018,7019.95
3/19/2018,6864.88
3/20/2018,6885.92
3/21/2018,6853.45
3/22/2018,6682.26
3/23/2018,6508.09
3/26/2018,6753.83
3/27/2018,6529.84
3/28/2018,6460.81
3/29/2018,6581.13
3/30/2018,.
4/2/2018,6390.84
4/3/2018,6458.83
4/4/2018,6560.059
4/5/2018,6594.84
4/6/2018,6433.215
4/9/2018,6472.344
4/10/2018,6615.871
4/11/2018,6583.445
4/12/2018,6656.254
4/13/2018,6628.344
4/16/2018,6675.18
4/17/2018,6816.367
4/18/2018,6833.211
4/19/2018,6774.887
4/20/2018,6667.75
4/23/2018,6648.805
4/24/2018,6509.047
4/25/2018,6513.941
4/26/2018,6649.652
4/27/2018,6656.352
4/30/2018,6605.57
5/1/2018,6681.961
5/2/2018,6644.477
5/3/2018,6643.48
5/4/2018,6769.117
5/7/2018,6821.875
5/8/2018,6815.484
5/9/2018,6893.215
5/10/2018,6963.547
5/11/2018,6952.563
5/14/2018,6964.371
5/15/2018,6888.535
5/16/2018,6929.965
5/17/2018,6901.633
5/18/2018,6866.254
5/21/2018,6905.531
5/22/2018,6893.621
5/23/2018,6953.629
5/24/2018,6949.699
5/25/2018,6960.918
5/28/2018,.
5/29/2018,6926.543
5/30/2018,6976.367
5/31/2018,6967.73
6/1/2018,7083.926
6/4/2018,7143.57
6/5/2018,7166.754
6/6/2018,7210.082
6/7/2018,7152.832
6/8/2018,7152.621
6/11/2018,7168.48
6/12/2018,7209.184
6/13/2018,7205.254
6/14/2018,7279.594
6/15/2018,7255.754
6/18/2018,7251.406
6/19/2018,7228.043
6/20/2018,7280.703
6/21/2018,7217.488
6/22/2018,7197.512
6/25/2018,7038.172
6/26/2018,7068.195
6/27/2018,6969.672
6/28/2018,7031.605
6/29/2018,7040.801
7/2/2018,7097.82
7/3/2018,7014.555
7/4/2018,.
7/5/2018,7101.047
